id	filename	md5	size	state
42cc7374-d8d0-43e2-ab18-13fcb5b954a8	92501488-f0ca-4386-90ea-1a18cec30505.wxs.aliquot_ensemble_masked.maf.gz	956dcfbcb83f0e6f5d304f87b376aed3	29765	released
ab13725f-2f2c-43f9-935b-1587810293cf	53d6273b-4a7f-4fdc-a791-d3413b4ec33a.wxs.aliquot_ensemble_masked.maf.gz	6f372fe70e6bb654450ae78c65b5ef54	20392	released
85b88162-20df-43c3-8459-33aed3e4dba3	a0910ead-d183-4fb8-9484-2acad3caba24.wxs.aliquot_ensemble_masked.maf.gz	7e6773c241107b305e8541cc3d0001fe	26031	released
9d03f78d-a62b-44d4-b099-7efb910b946c	df10c308-a9c8-4aa5-a8d9-0d5917a1a807.wxs.aliquot_ensemble_masked.maf.gz	9f768833715c64b8e043fbd0fa951a80	33893	released
686d30df-f6d1-4a86-a7d2-ace4e69af433	e675151b-fd84-41e3-90d8-25f4478dd201.wxs.aliquot_ensemble_masked.maf.gz	97209d520c4e2a89dbfe2823449554e1	23836	released
d02c2184-e9dc-4719-95cf-69076b2275a1	ac0e7f20-fded-4ddc-9899-d9e811726543.wxs.aliquot_ensemble_masked.maf.gz	2c1b84e117de07a5eda26c39a5c5486b	22918	released
eb5b4110-1412-41fd-b2c6-09e0d903eb75	c4635a9c-5d69-40f9-a69e-9c40b439e6ea.wxs.aliquot_ensemble_masked.maf.gz	171aaf8db435d7ed7ec65a1ad30570c5	29325	released
a36137a1-e672-4422-84c1-193d26f0b48d	75bac20c-7351-4cdc-a218-e495cec7f210.wxs.aliquot_ensemble_masked.maf.gz	443073f0d7a3600dfb80cf4ce43248db	24361	released
f9ec2c71-7460-4033-bb44-b58a5e1d1763	d7433af4-2fd5-4a8e-84af-a1c86a73f4c6.wxs.aliquot_ensemble_masked.maf.gz	874cc49171e774cdfe87f141468cfc8b	23438	released
20daa18b-a2f8-47b0-85aa-73490de7c363	a3f90e71-9fb9-4812-a991-cdc65fd095dd.wxs.aliquot_ensemble_masked.maf.gz	49fd2829cbf5bcb4f282796c05061e1f	38623	released
3af06f65-737e-4bb5-ab39-680c954c9b1d	13dc82c3-88a0-48b5-80e8-b375a24d5ad8.wxs.aliquot_ensemble_masked.maf.gz	8415d7d8c8bc9145e86b64382625d9df	16289	released
b77d072b-f37f-454a-b3e0-6a1de8236bb7	0752bcd9-b022-40f4-bd24-e484955dcd24.wxs.aliquot_ensemble_masked.maf.gz	90dd882443d8870d124c2717e6fd7d01	15435	released
0af1c35c-a5f8-472e-9e43-e225f8792fc8	cdcac8ec-446f-463d-b21d-e117c9681723.wxs.aliquot_ensemble_masked.maf.gz	4f0ccfa2aa5750e8e4097542fd409965	37426	released
